date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,latitude,longitude,District
2025-11-12,23.06,26.15,20.42,7.42,-999.0,10.01,77.47,Theni
2025-11-13,22.89,26.5,19.95,3.66,-999.0,10.01,77.47,Theni
2025-11-14,-999.0,-999.0,-999.0,-999.0,-999.0,10.01,77.47,Theni
2025-11-15,-999.0,-999.0,-999.0,-999.0,-999.0,10.01,77.47,Theni
2025-11-16,-999.0,-999.0,-999.0,-999.0,-999.0,10.01,77.47,Theni
2025-01-01,22.89,28.32,19.37,0.01,20.67,10.51,77.83,Dindigul
2025-01-02,22.33,27.94,17.33,0.0,18.52,10.51,77.83,Dindigul
2025-01-03,21.78,27.52,17.38,0.0,20.23,10.51,77.83,Dindigul
2025-01-04,21.76,27.69,16.64,0.0,20.94,10.51,77.83,Dindigul
2025-01-05,21.95,28.25,16.18,0.0,19.85,10.51,77.83,Dindigul
2025-01-06,21.79,28.12,16.09,0.0,19.05,10.51,77.83,Dindigul
2025-01-07,22.52,28.71,16.38,0.0,18.54,10.51,77.83,Dindigul
2025-01-08,22.44,28.51,18.09,0.0,14.7,10.51,77.83,Dindigul
2025-01-09,22.47,28.6,16.57,0.0,13.28,10.51,77.83,Dindigul
2025-01-10,23.59,29.37,18.2,0.01,14.38,10.51,77.83,Dindigul
2025-01-11,23.72,29.84,19.71,0.01,11.11,10.51,77.83,Dindigul
2025-01-12,24.04,29.74,19.13,0.09,14.24,10.51,77.83,Dindigul
2025-01-13,25.03,30.15,22.04,1.09,9.71,10.51,77.83,Dindigul
2025-01-14,24.28,29.13,20.88,0.86,12.0,10.51,77.83,Dindigul
2025-01-15,23.71,28.85,20.54,0.85,11.61,10.51,77.83,Dindigul
2025-01-16,22.82,27.75,19.1,0.01,16.15,10.51,77.83,Dindigul
2025-01-17,22.62,28.92,18.17,0.0,18.14,10.51,77.83,Dindigul
2025-01-18,22.33,27.05,17.97,7.08,9.99,10.51,77.83,Dindigul
2025-01-19,23.62,27.57,20.69,6.86,8.87,10.51,77.83,Dindigul
2025-01-20,23.97,30.06,19.43,0.68,17.28,10.51,77.83,Dindigul
2025-01-21,22.75,29.23,17.47,0.0,19.71,10.51,77.83,Dindigul
2025-01-22,23.59,30.43,17.83,0.01,17.7,10.51,77.83,Dindigul
2025-01-23,23.74,30.39,18.94,0.03,15.01,10.51,77.83,Dindigul
2025-01-24,22.86,29.59,17.09,0.0,20.45,10.51,77.83,Dindigul
2025-01-25,23.7,30.35,18.84,0.0,19.8,10.51,77.83,Dindigul
2025-01-26,22.66,29.94,17.85,0.0,22.12,10.51,77.83,Dindigul
2025-01-27,23.06,30.58,16.67,0.0,23.1,10.51,77.83,Dindigul
2025-01-28,23.29,30.92,16.96,0.0,20.75,10.51,77.83,Dindigul
2025-01-29,23.73,31.88,16.55,0.0,19.53,10.51,77.83,Dindigul
2025-01-30,24.16,29.71,19.39,0.08,15.96,10.51,77.83,Dindigul
2025-01-31,25.67,31.48,21.21,0.35,15.55,10.51,77.83,Dindigul
2025-02-01,26.32,32.64,21.71,0.08,19.25,10.51,77.83,Dindigul
2025-02-02,25.93,33.2,21.04,0.01,21.45,10.51,77.83,Dindigul
2025-02-03,24.92,32.76,19.63,0.0,22.36,10.51,77.83,Dindigul
2025-02-04,24.07,32.75,17.57,0.0,23.22,10.51,77.83,Dindigul
2025-02-05,24.2,32.23,18.84,0.0,22.1,10.51,77.83,Dindigul
2025-02-06,24.27,32.29,18.51,0.0,22.7,10.51,77.83,Dindigul
2025-02-07,23.85,32.41,17.85,0.0,24.38,10.51,77.83,Dindigul
2025-02-08,24.31,32.29,18.02,0.0,22.02,10.51,77.83,Dindigul
2025-02-09,24.91,32.84,19.75,0.0,21.0,10.51,77.83,Dindigul
2025-02-10,24.8,32.64,19.09,0.0,20.98,10.51,77.83,Dindigul
2025-02-11,24.65,33.05,18.63,0.0,24.14,10.51,77.83,Dindigul
2025-02-12,25.01,33.92,18.86,0.0,24.42,10.51,77.83,Dindigul
2025-02-13,24.68,34.18,18.54,0.0,25.09,10.51,77.83,Dindigul
2025-02-14,24.49,34.33,17.04,0.0,25.09,10.51,77.83,Dindigul
2025-02-15,25.18,34.44,17.59,0.0,23.96,10.51,77.83,Dindigul
2025-02-16,25.36,34.23,18.35,0.0,24.24,10.51,77.83,Dindigul
2025-02-17,25.21,33.88,19.06,0.0,23.96,10.51,77.83,Dindigul
2025-02-18,25.17,34.19,18.17,0.0,24.71,10.51,77.83,Dindigul
2025-02-19,25.71,34.75,19.2,0.0,24.35,10.51,77.83,Dindigul
2025-02-20,25.99,34.88,19.38,0.0,23.94,10.51,77.83,Dindigul
2025-02-21,26.11,35.01,19.35,0.0,24.36,10.51,77.83,Dindigul
2025-02-22,26.66,35.42,20.38,0.0,23.73,10.51,77.83,Dindigul
2025-02-23,26.62,35.9,19.04,0.0,24.65,10.51,77.83,Dindigul
2025-02-24,26.37,35.31,19.58,0.0,24.37,10.51,77.83,Dindigul
2025-02-25,26.45,34.73,20.1,0.56,20.8,10.51,77.83,Dindigul
2025-02-26,26.64,34.23,21.09,1.09,18.23,10.51,77.83,Dindigul
2025-02-27,26.73,35.52,20.13,0.27,24.31,10.51,77.83,Dindigul
2025-02-28,26.35,33.98,19.81,2.7,17.21,10.51,77.83,Dindigul
2025-03-01,27.24,33.52,22.88,3.99,15.53,10.51,77.83,Dindigul
2025-03-02,27.84,34.47,22.51,0.24,18.21,10.51,77.83,Dindigul
2025-03-03,28.07,35.38,23.31,0.0,18.74,10.51,77.83,Dindigul
2025-03-04,27.92,37.3,21.1,0.0,23.67,10.51,77.83,Dindigul
2025-03-05,27.64,36.16,21.22,0.0,24.95,10.51,77.83,Dindigul
2025-03-06,28.48,37.41,21.31,0.0,24.1,10.51,77.83,Dindigul
2025-03-07,28.45,36.96,21.78,0.01,23.53,10.51,77.83,Dindigul
2025-03-08,28.76,37.43,21.95,0.12,21.91,10.51,77.83,Dindigul
2025-03-09,27.6,36.46,21.3,0.01,25.13,10.51,77.83,Dindigul
2025-03-10,27.16,36.46,18.6,0.01,25.35,10.51,77.83,Dindigul
2025-03-11,26.53,32.64,22.97,13.47,10.52,10.51,77.83,Dindigul
2025-03-12,25.7,29.27,23.31,15.53,10.51,10.51,77.83,Dindigul
2025-03-13,27.9,35.76,22.25,2.79,24.93,10.51,77.83,Dindigul
2025-03-14,28.04,36.7,21.34,0.0,25.61,10.51,77.83,Dindigul
2025-03-15,28.38,37.05,21.74,0.0,26.31,10.51,77.83,Dindigul
2025-03-16,28.48,35.88,22.29,0.13,21.77,10.51,77.83,Dindigul
2025-03-17,29.36,35.93,24.33,0.48,20.8,10.51,77.83,Dindigul
2025-03-18,29.26,36.13,24.36,0.05,23.4,10.51,77.83,Dindigul
2025-03-19,29.24,36.76,23.35,0.03,23.88,10.51,77.83,Dindigul
2025-03-20,29.03,36.44,23.31,0.12,25.8,10.51,77.83,Dindigul
2025-03-21,29.19,35.74,23.56,0.13,21.53,10.51,77.83,Dindigul
2025-03-22,29.23,36.18,23.7,0.49,20.22,10.51,77.83,Dindigul
2025-03-23,28.3,33.81,23.94,1.65,21.57,10.51,77.83,Dindigul
2025-03-24,28.98,36.04,23.87,0.43,22.0,10.51,77.83,Dindigul
2025-03-25,28.87,37.38,22.92,0.23,23.96,10.51,77.83,Dindigul
2025-03-26,29.0,37.29,22.18,0.02,24.34,10.51,77.83,Dindigul
2025-03-27,30.33,37.84,23.29,0.04,22.84,10.51,77.83,Dindigul
2025-03-28,30.61,38.37,25.13,0.0,22.74,10.51,77.83,Dindigul
2025-03-29,29.83,38.73,23.18,0.0,25.0,10.51,77.83,Dindigul
2025-03-30,29.29,38.58,21.65,0.0,25.61,10.51,77.83,Dindigul
2025-03-31,29.51,37.66,22.2,0.0,24.27,10.51,77.83,Dindigul
2025-04-01,29.62,36.63,23.69,0.38,18.83,10.51,77.83,Dindigul
2025-04-02,28.88,35.35,24.25,8.2,18.9,10.51,77.83,Dindigul
2025-04-03,27.31,32.88,23.42,12.13,17.57,10.51,77.83,Dindigul
2025-04-04,28.59,35.66,23.09,3.58,20.18,10.51,77.83,Dindigul
2025-04-05,29.07,36.31,23.0,6.1,17.87,10.51,77.83,Dindigul
2025-04-06,28.79,34.47,24.32,12.31,24.59,10.51,77.83,Dindigul
2025-04-07,27.97,32.66,24.74,12.76,24.5,10.51,77.83,Dindigul
2025-04-08,28.88,35.55,24.23,0.02,23.99,10.51,77.83,Dindigul
2025-04-09,28.64,34.93,23.6,0.03,23.55,10.51,77.83,Dindigul
2025-04-10,29.31,35.03,24.59,0.01,19.75,10.51,77.83,Dindigul
2025-04-11,29.83,36.53,24.42,5.76,20.71,10.51,77.83,Dindigul
2025-04-12,29.44,35.92,25.0,3.75,22.21,10.51,77.83,Dindigul
2025-04-13,30.65,37.98,24.29,0.51,16.3,10.51,77.83,Dindigul
2025-04-14,30.42,37.44,24.65,3.29,22.23,10.51,77.83,Dindigul
2025-04-15,28.93,35.09,24.51,3.65,23.35,10.51,77.83,Dindigul
2025-04-16,30.47,37.99,24.11,0.01,22.43,10.51,77.83,Dindigul
2025-04-17,30.68,37.08,25.1,0.05,21.96,10.51,77.83,Dindigul
2025-04-18,31.31,37.57,25.67,0.31,21.22,10.51,77.83,Dindigul
2025-04-19,31.12,37.18,25.55,0.03,21.62,10.51,77.83,Dindigul
2025-04-20,29.91,34.5,25.93,0.64,23.09,10.51,77.83,Dindigul
2025-04-21,29.72,34.75,25.08,0.33,21.64,10.51,77.83,Dindigul
2025-04-22,30.24,36.94,25.1,0.2,22.79,10.51,77.83,Dindigul
2025-04-23,29.79,36.13,24.28,0.2,22.81,10.51,77.83,Dindigul
2025-04-24,30.95,37.56,25.07,0.13,23.35,10.51,77.83,Dindigul
2025-04-25,30.21,34.72,26.54,0.12,22.83,10.51,77.83,Dindigul
2025-04-26,29.26,33.56,25.99,0.35,20.55,10.51,77.83,Dindigul
2025-04-27,28.41,32.12,25.64,3.05,21.41,10.51,77.83,Dindigul
2025-04-28,28.25,32.73,24.6,1.89,21.29,10.51,77.83,Dindigul
2025-04-29,29.59,35.71,24.63,0.38,22.67,10.51,77.83,Dindigul
2025-04-30,29.02,33.44,25.0,0.21,22.31,10.51,77.83,Dindigul
2025-05-01,30.07,35.94,24.96,0.03,18.82,10.51,77.83,Dindigul
2025-05-02,30.32,35.33,25.76,0.61,20.62,10.51,77.83,Dindigul
2025-05-03,30.44,35.53,26.6,0.7,23.26,10.51,77.83,Dindigul
2025-05-04,30.41,35.57,26.29,1.05,23.59,10.51,77.83,Dindigul
2025-05-05,28.73,32.35,25.66,5.35,17.45,10.51,77.83,Dindigul
2025-05-06,30.03,35.69,25.26,1.35,18.79,10.51,77.83,Dindigul
2025-05-07,29.29,34.01,25.4,5.12,18.93,10.51,77.83,Dindigul
2025-05-08,29.41,34.28,25.87,3.91,22.6,10.51,77.83,Dindigul
2025-05-09,30.54,37.32,24.66,0.18,25.73,10.51,77.83,Dindigul
2025-05-10,30.78,36.71,26.02,0.43,24.52,10.51,77.83,Dindigul
2025-05-11,30.94,35.66,26.55,0.12,24.47,10.51,77.83,Dindigul
2025-05-12,31.52,37.69,25.9,0.94,23.91,10.51,77.83,Dindigul
2025-05-13,30.42,34.97,26.77,2.71,22.66,10.51,77.83,Dindigul
2025-05-14,28.82,32.32,25.95,5.21,20.14,10.51,77.83,Dindigul
2025-05-15,29.58,35.28,25.36,13.33,20.91,10.51,77.83,Dindigul
2025-05-16,30.67,36.98,25.62,3.64,20.88,10.51,77.83,Dindigul
2025-05-17,28.42,33.97,24.54,8.89,13.15,10.51,77.83,Dindigul
2025-05-18,26.8,29.89,25.06,26.47,17.21,10.51,77.83,Dindigul
2025-05-19,29.01,35.47,24.08,5.96,16.31,10.51,77.83,Dindigul
2025-05-20,28.29,32.87,25.28,1.96,18.27,10.51,77.83,Dindigul
2025-05-21,29.15,36.51,24.22,0.35,20.79,10.51,77.83,Dindigul
2025-05-22,30.43,37.56,24.68,0.05,18.95,10.51,77.83,Dindigul
2025-05-23,29.91,35.58,25.46,2.92,19.19,10.51,77.83,Dindigul
2025-05-24,29.22,34.44,25.76,4.79,12.47,10.51,77.83,Dindigul
2025-05-25,28.26,32.09,25.13,3.41,9.54,10.51,77.83,Dindigul
2025-05-26,28.78,33.96,24.61,6.11,8.73,10.51,77.83,Dindigul
2025-05-27,28.91,32.95,25.56,2.47,12.84,10.51,77.83,Dindigul
2025-05-28,29.51,34.06,26.3,1.36,15.06,10.51,77.83,Dindigul
2025-05-29,28.95,33.52,25.5,2.28,12.11,10.51,77.83,Dindigul
2025-05-30,27.73,31.36,25.32,0.76,11.71,10.51,77.83,Dindigul
2025-05-31,29.12,35.77,24.73,0.03,11.79,10.51,77.83,Dindigul
2025-06-01,29.81,37.79,23.89,1.36,21.87,10.51,77.83,Dindigul
2025-06-02,29.44,35.32,24.44,0.83,21.77,10.51,77.83,Dindigul
2025-06-03,29.41,35.38,25.05,0.75,20.15,10.51,77.83,Dindigul
2025-06-04,29.08,36.43,23.88,0.76,19.85,10.51,77.83,Dindigul
2025-06-05,30.52,38.05,22.9,0.19,24.66,10.51,77.83,Dindigul
2025-06-06,30.44,36.45,25.62,1.14,21.53,10.51,77.83,Dindigul
2025-06-07,30.55,36.25,25.98,0.68,23.46,10.51,77.83,Dindigul
2025-06-08,30.44,36.19,25.59,0.23,23.52,10.51,77.83,Dindigul
2025-06-09,28.55,32.03,26.27,1.09,18.53,10.51,77.83,Dindigul
2025-06-10,29.49,35.75,25.05,1.05,21.36,10.51,77.83,Dindigul
2025-06-11,28.59,33.44,24.89,1.82,16.91,10.51,77.83,Dindigul
2025-06-12,29.18,34.98,24.87,1.34,18.29,10.51,77.83,Dindigul
2025-06-13,29.33,35.9,24.8,0.93,14.43,10.51,77.83,Dindigul
2025-06-14,28.89,34.58,24.94,1.28,13.85,10.51,77.83,Dindigul
2025-06-15,27.64,31.94,24.87,2.05,12.43,10.51,77.83,Dindigul
2025-06-16,28.64,34.07,25.03,0.59,12.43,10.51,77.83,Dindigul
2025-06-17,28.56,33.82,24.56,1.57,16.18,10.51,77.83,Dindigul
2025-06-18,29.29,36.56,24.12,0.68,17.06,10.51,77.83,Dindigul
2025-06-19,29.25,35.06,25.45,0.31,18.63,10.51,77.83,Dindigul
2025-06-20,28.77,34.64,24.81,0.57,22.04,10.51,77.83,Dindigul
2025-06-21,28.61,33.42,24.49,0.1,20.1,10.51,77.83,Dindigul
2025-06-22,28.99,34.92,24.5,3.39,18.81,10.51,77.83,Dindigul
2025-06-23,28.65,34.73,24.54,0.25,14.34,10.51,77.83,Dindigul
2025-06-24,29.01,34.44,24.34,0.31,18.47,10.51,77.83,Dindigul
2025-06-25,28.87,33.84,25.08,1.87,13.34,10.51,77.83,Dindigul
2025-06-26,28.94,34.11,25.14,0.22,15.87,10.51,77.83,Dindigul
2025-06-27,28.89,35.37,24.9,0.69,17.57,10.51,77.83,Dindigul
2025-06-28,29.02,34.38,25.25,0.38,18.05,10.51,77.83,Dindigul
2025-06-29,29.16,34.83,25.72,0.01,19.7,10.51,77.83,Dindigul
2025-06-30,28.66,33.93,24.45,0.04,19.76,10.51,77.83,Dindigul
2025-07-01,28.47,33.26,24.81,0.13,17.19,10.51,77.83,Dindigul
2025-07-02,29.01,36.28,23.91,0.41,12.81,10.51,77.83,Dindigul
2025-07-03,28.39,34.9,23.58,0.07,14.37,10.51,77.83,Dindigul
2025-07-04,28.0,33.3,24.07,0.12,16.99,10.51,77.83,Dindigul
2025-07-05,28.59,34.98,23.69,0.12,19.26,10.51,77.83,Dindigul
2025-07-06,29.16,34.87,25.07,0.13,20.41,10.51,77.83,Dindigul
2025-07-07,29.27,35.18,24.6,0.12,17.41,10.51,77.83,Dindigul
2025-07-08,29.66,36.23,24.55,0.07,20.28,10.51,77.83,Dindigul
2025-07-09,30.07,37.24,24.27,0.06,20.59,10.51,77.83,Dindigul
2025-07-10,29.97,36.2,24.79,0.44,19.1,10.51,77.83,Dindigul
2025-07-11,29.52,34.37,25.76,1.55,20.87,10.51,77.83,Dindigul
2025-07-12,29.16,34.7,25.45,1.87,20.93,10.51,77.83,Dindigul
2025-07-13,28.41,32.54,25.22,0.3,20.08,10.51,77.83,Dindigul
2025-07-14,28.82,34.98,24.17,0.08,20.14,10.51,77.83,Dindigul
2025-07-15,28.95,35.06,24.42,0.15,19.45,10.51,77.83,Dindigul
2025-07-16,29.12,35.38,24.99,4.79,16.16,10.51,77.83,Dindigul
2025-07-17,28.4,33.78,24.66,0.23,17.78,10.51,77.83,Dindigul
2025-07-18,28.58,34.43,24.84,0.52,14.64,10.51,77.83,Dindigul
2025-07-19,27.38,31.84,23.69,1.78,14.14,10.51,77.83,Dindigul
2025-07-20,27.45,32.31,23.85,0.4,13.16,10.51,77.83,Dindigul
2025-07-21,28.38,34.57,22.77,0.51,13.07,10.51,77.83,Dindigul
2025-07-22,29.37,35.85,24.62,0.41,14.52,10.51,77.83,Dindigul
2025-07-23,29.02,34.96,24.87,0.5,15.61,10.51,77.83,Dindigul
2025-07-24,28.89,34.67,24.19,0.91,13.0,10.51,77.83,Dindigul
2025-07-25,28.22,33.14,24.52,0.35,14.2,10.51,77.83,Dindigul
2025-07-26,28.08,33.43,24.57,1.16,11.93,10.51,77.83,Dindigul
2025-07-27,28.62,34.76,24.19,0.32,15.02,10.51,77.83,Dindigul
2025-07-28,29.38,36.94,23.09,0.01,20.46,10.51,77.83,Dindigul
2025-07-29,29.85,37.19,24.13,0.0,22.36,10.51,77.83,Dindigul
2025-07-30,30.29,37.88,23.61,0.03,19.61,10.51,77.83,Dindigul
2025-07-31,30.13,35.99,25.92,1.18,19.62,10.51,77.83,Dindigul
2025-08-01,29.67,35.66,25.08,1.4,19.64,10.51,77.83,Dindigul
2025-08-02,26.77,29.0,25.14,4.44,16.25,10.51,77.83,Dindigul
2025-08-03,27.12,29.97,24.6,2.52,14.81,10.51,77.83,Dindigul
2025-08-04,28.38,33.03,24.15,4.09,18.27,10.51,77.83,Dindigul
2025-08-05,27.1,31.16,24.95,7.81,13.99,10.51,77.83,Dindigul
2025-08-06,27.73,33.17,24.0,5.14,20.77,10.51,77.83,Dindigul
2025-08-07,28.76,34.11,23.8,0.72,17.52,10.51,77.83,Dindigul
2025-08-08,28.11,32.67,24.68,2.0,19.57,10.51,77.83,Dindigul
2025-08-09,27.21,30.97,24.51,1.26,13.73,10.51,77.83,Dindigul
2025-08-10,26.84,30.03,24.55,15.52,15.09,10.51,77.83,Dindigul
2025-08-11,28.18,34.86,23.76,0.21,14.3,10.51,77.83,Dindigul
2025-08-12,28.16,34.19,23.53,0.27,12.8,10.51,77.83,Dindigul
2025-08-13,27.5,33.12,23.47,0.32,11.71,10.51,77.83,Dindigul
2025-08-14,27.71,33.91,22.97,0.25,13.55,10.51,77.83,Dindigul
2025-08-15,27.88,34.35,23.24,1.08,11.67,10.51,77.83,Dindigul
2025-08-16,27.63,31.87,24.69,0.78,17.56,10.51,77.83,Dindigul
2025-08-17,27.81,33.33,24.36,1.32,12.06,10.51,77.83,Dindigul
2025-08-18,27.76,32.91,23.95,0.22,14.34,10.51,77.83,Dindigul
2025-08-19,28.69,35.69,23.08,0.05,22.6,10.51,77.83,Dindigul
2025-08-20,27.75,33.35,23.29,0.02,23.69,10.51,77.83,Dindigul
2025-08-21,29.81,36.95,22.62,1.0,23.82,10.51,77.83,Dindigul
2025-08-22,29.13,33.84,25.25,1.37,9.67,10.51,77.83,Dindigul
2025-08-23,28.7,33.85,24.9,2.91,14.23,10.51,77.83,Dindigul
2025-08-24,29.0,35.23,23.74,5.63,24.27,10.51,77.83,Dindigul
2025-08-25,29.29,35.1,24.1,1.0,21.35,10.51,77.83,Dindigul
2025-08-26,30.15,37.64,24.59,0.06,24.15,10.51,77.83,Dindigul
2025-08-27,28.78,34.45,24.66,0.47,11.07,10.51,77.83,Dindigul
2025-08-28,27.79,32.28,24.75,1.37,10.84,10.51,77.83,Dindigul
2025-08-29,28.7,35.79,23.5,0.48,19.61,10.51,77.83,Dindigul
2025-08-30,29.2,36.25,24.0,1.9,19.12,10.51,77.83,Dindigul
2025-08-31,28.55,33.75,24.63,3.24,13.61,10.51,77.83,Dindigul
2025-09-01,28.86,35.12,24.67,0.15,19.59,10.51,77.83,Dindigul
2025-09-02,29.36,36.41,24.13,0.05,20.25,10.51,77.83,Dindigul
2025-09-03,28.65,34.35,24.51,0.3,16.57,10.51,77.83,Dindigul
2025-09-04,29.32,35.38,24.85,0.21,23.29,10.51,77.83,Dindigul
2025-09-05,29.66,36.2,24.52,1.74,19.74,10.51,77.83,Dindigul
2025-09-06,30.1,37.26,24.67,1.39,20.4,10.51,77.83,Dindigul
2025-09-07,27.38,30.46,25.08,3.49,17.56,10.51,77.83,Dindigul
2025-09-08,29.11,36.08,24.19,2.53,19.78,10.51,77.83,Dindigul
2025-09-09,28.79,33.08,25.33,11.23,17.17,10.51,77.83,Dindigul
2025-09-10,28.2,32.01,24.8,29.68,18.25,10.51,77.83,Dindigul
2025-09-11,27.97,32.88,23.99,9.89,21.81,10.51,77.83,Dindigul
2025-09-12,27.24,30.54,24.33,3.62,24.63,10.51,77.83,Dindigul
2025-09-13,28.31,33.32,24.34,0.07,19.76,10.51,77.83,Dindigul
2025-09-14,29.05,35.77,23.3,0.69,21.38,10.51,77.83,Dindigul
2025-09-15,29.12,35.85,24.15,2.75,21.22,10.51,77.83,Dindigul
2025-09-16,28.32,33.17,24.51,7.04,18.73,10.51,77.83,Dindigul
2025-09-17,27.44,31.56,24.63,13.38,16.83,10.51,77.83,Dindigul
2025-09-18,27.4,31.38,24.05,6.63,18.26,10.51,77.83,Dindigul
2025-09-19,27.1,32.28,23.39,3.55,18.66,10.51,77.83,Dindigul
2025-09-20,27.93,34.37,22.78,0.46,17.41,10.51,77.83,Dindigul
2025-09-21,28.58,34.93,23.3,1.48,17.95,10.51,77.83,Dindigul
2025-09-22,28.18,33.28,24.0,0.62,18.75,10.51,77.83,Dindigul
2025-09-23,28.62,34.26,24.37,0.15,16.49,10.51,77.83,Dindigul
2025-09-24,28.91,36.11,23.89,0.3,19.09,10.51,77.83,Dindigul
2025-09-25,28.15,34.42,23.63,10.57,19.24,10.51,77.83,Dindigul
2025-09-26,27.63,33.49,23.36,0.44,17.79,10.51,77.83,Dindigul
2025-09-27,27.58,34.29,22.69,0.36,18.56,10.51,77.83,Dindigul
2025-09-28,27.25,33.63,22.76,0.14,17.12,10.51,77.83,Dindigul
2025-09-29,28.16,35.07,22.82,0.26,20.03,10.51,77.83,Dindigul
2025-09-30,27.68,33.15,23.05,0.0,18.86,10.51,77.83,Dindigul
2025-10-01,26.96,32.94,22.03,4.16,23.25,10.51,77.83,Dindigul
2025-10-02,27.12,32.38,22.71,3.87,20.91,10.51,77.83,Dindigul
2025-10-03,27.67,33.02,23.4,16.36,18.73,10.51,77.83,Dindigul
2025-10-04,24.6,27.42,23.15,56.04,13.82,10.51,77.83,Dindigul
2025-10-05,26.69,32.46,22.18,12.91,12.78,10.51,77.83,Dindigul
2025-10-06,27.22,32.14,22.58,9.44,22.0,10.51,77.83,Dindigul
2025-10-07,26.98,32.13,23.24,11.18,19.15,10.51,77.83,Dindigul
2025-10-08,26.74,31.67,23.43,7.58,11.25,10.51,77.83,Dindigul
2025-10-09,26.67,31.73,23.21,7.89,12.09,10.51,77.83,Dindigul
2025-10-10,26.51,31.49,22.33,6.16,17.48,10.51,77.83,Dindigul
2025-10-11,27.03,31.86,22.92,5.76,14.98,10.51,77.83,Dindigul
2025-10-12,26.69,31.57,23.1,7.88,20.96,10.51,77.83,Dindigul
2025-10-13,26.83,32.03,23.3,10.14,17.68,10.51,77.83,Dindigul
2025-10-14,26.18,30.86,23.44,10.77,13.59,10.51,77.83,Dindigul
2025-10-15,25.42,29.13,22.79,26.95,11.53,10.51,77.83,Dindigul
2025-10-16,25.16,27.22,23.87,14.44,7.89,10.51,77.83,Dindigul
2025-10-17,25.26,27.37,23.63,19.33,11.79,10.51,77.83,Dindigul
2025-10-18,25.39,27.1,24.27,20.3,14.92,10.51,77.83,Dindigul
2025-10-19,25.81,28.54,23.68,9.59,17.0,10.51,77.83,Dindigul
2025-10-20,26.08,29.87,24.16,11.18,9.51,10.51,77.83,Dindigul
2025-10-21,24.05,24.29,23.84,77.45,6.38,10.51,77.83,Dindigul
2025-10-22,25.47,29.66,22.94,33.82,15.26,10.51,77.83,Dindigul
2025-10-23,26.03,30.02,22.78,2.81,15.49,10.51,77.83,Dindigul
2025-10-24,25.69,28.55,22.84,0.79,9.63,10.51,77.83,Dindigul
2025-10-25,26.66,31.06,22.77,2.47,17.1,10.51,77.83,Dindigul
2025-10-26,26.48,30.66,22.8,2.87,17.68,10.51,77.83,Dindigul
2025-10-27,25.2,29.05,23.12,16.56,4.65,10.51,77.83,Dindigul
2025-10-28,25.16,29.41,22.43,2.11,11.37,10.51,77.83,Dindigul
2025-10-29,25.7,30.27,22.0,2.06,18.26,10.51,77.83,Dindigul
2025-10-30,26.41,31.39,21.72,1.56,19.18,10.51,77.83,Dindigul
2025-10-31,26.48,31.38,21.65,0.05,20.65,10.51,77.83,Dindigul
2025-11-01,26.86,31.84,22.46,0.09,22.38,10.51,77.83,Dindigul
2025-11-02,26.63,31.85,21.95,0.08,22.22,10.51,77.83,Dindigul
2025-11-03,26.72,31.7,21.94,3.71,21.33,10.51,77.83,Dindigul
2025-11-04,26.89,30.85,22.9,5.08,19.26,10.51,77.83,Dindigul
2025-11-05,26.83,31.47,23.25,11.22,16.47,10.51,77.83,Dindigul
2025-11-06,24.71,27.04,23.03,9.44,13.02,10.51,77.83,Dindigul
2025-11-07,25.77,30.32,22.34,9.27,16.77,10.51,77.83,Dindigul
2025-11-08,25.53,28.66,22.77,1.72,17.8,10.51,77.83,Dindigul
2025-11-09,25.3,28.98,22.06,0.21,10.16,10.51,77.83,Dindigul
2025-11-10,24.9,28.55,22.39,1.76,9.53,10.51,77.83,Dindigul
2025-11-11,25.03,29.08,22.09,3.55,-999.0,10.51,77.83,Dindigul
2025-11-12,24.79,29.04,21.44,7.29,-999.0,10.51,77.83,Dindigul
2025-11-13,24.96,29.52,21.75,7.28,-999.0,10.51,77.83,Dindigul
2025-11-14,-999.0,-999.0,-999.0,-999.0,-999.0,10.51,77.83,Dindigul
2025-11-15,-999.0,-999.0,-999.0,-999.0,-999.0,10.51,77.83,Dindigul
2025-11-16,-999.0,-999.0,-999.0,-999.0,-999.0,10.51,77.83,Dindigul
2025-01-01,24.2,28.02,21.5,0.16,18.87,9.84,78.48,Sivaganga
2025-01-02,23.69,27.93,20.4,0.0,17.75,9.84,78.48,Sivaganga
2025-01-03,23.33,27.53,20.42,0.0,18.99,9.84,78.48,Sivaganga
2025-01-04,23.09,27.71,19.77,0.0,20.28,9.84,78.48,Sivaganga
2025-01-05,23.38,28.19,19.1,0.0,20.36,9.84,78.48,Sivaganga
2025-01-06,22.91,27.49,18.69,0.0,19.5,9.84,78.48,Sivaganga
2025-01-07,23.57,28.1,19.32,0.24,16.42,9.84,78.48,Sivaganga
2025-01-08,23.3,28.0,19.71,0.04,16.42,9.84,78.48,Sivaganga
2025-01-09,23.48,28.35,19.07,0.0,18.98,9.84,78.48,Sivaganga
2025-01-10,24.33,28.9,20.5,0.02,14.24,9.84,78.48,Sivaganga
2025-01-11,24.42,28.67,21.63,0.45,12.13,9.84,78.48,Sivaganga
2025-01-12,24.64,28.5,21.24,1.16,12.09,9.84,78.48,Sivaganga
2025-01-13,25.71,29.74,23.05,0.52,15.3,9.84,78.48,Sivaganga
2025-01-14,24.71,27.87,22.59,3.63,10.73,9.84,78.48,Sivaganga
